Id,Ticker,YoySuccess,Date,Eps,PbRatio,PeRatio,MarketCap,OneDay,SixMonths,CashFlowToSales,Roe,Roe1,Roe2,Roe3,Roe4,BvS,BvS1,BvS2,BvS3,BvS4,DivYield,DivYield1,DivYield2,DivYield3,DivYield4
543,RM,9,,8.84,1.73,5.516,489157500,-1,-27,0.47207845,0.28,0,0,0,0,28.18,24.9,26.56,23.95,20.73,0.0195,0.0071,0,0,0
544,ZYXI,7,,0.45,3.83,16.556,283162619,0,37,0.08954921,0.28,0,0,0,0,1.93,1.53,0.55,0.26,0.14,0,0,0.0072,0,0
545,REI,6,,0.03,0.843,76.27,253436921,-2,0,0.64152058,0.28,0,0,0,0,3.02,4.04,7.86,7.77,6.94,0,0,0,0,0
546,SALM,3,,1.54,0.439,0,78257291,0,-32,0.04635458,0.28,0,0,0,0,6.63,5.07,7.16,8.47,8.87,0,0.0151,0.1617,0.0928,0.056
547,CPSH,4,,0.224507572,3296.454,13.496,43402132,-6,20,0.06325127,0.28,0,0,0,0,0,0.48,0.4,0.44,0.71,0,0,0,0,0
548,WTT,5,,0.07,1.386,26.45,39674565,0,-20,-0.03462656,0.28,0,0,0,0,1.3,1.19,1.55,1.53,1.76,0,0,0,0,0
549,ICON,2,,-10.5600004,-0.123,-0.27,27505738,0,-94,0.43084706,0.28,0,0,0,0,-23.24,-21.02,-16.57,-3.62,105.35,0,0,0,0,0
550,FB,9,,13.99076048,6.799,21.565,8.49E+11,1,-3,0.48961988,0.27,0,0,0,0,44.38,45,35.41,29.11,25.63,0,0,0,0,0
551,F,6,,4.48310388,1.6,4.328,77632423973,-2,-8,0.06898066,0.27,0,0,0,0,12.21,7.72,8.35,9.09,8.77,0.0052,0.0142,0.068,0.0844,0.0587
552,GIS,6,,0.021,4.093,15.937,43146667290,1,16,0.17459774,0.27,0,0,0,0,17.17,15.42,13.25,11.75,10.65,0.0335,0.0338,0.0319,0.0367,0.0429
553,ROK,6,,11.707759,15.505,27.281,37050399292,-2,-5,0.08436018,0.27,0,0,0,0,20.6,8.85,3.49,13.36,20.74,0.0134,0.0172,0.0227,0.0222,0.0163
554,TROW,9,,13.47,3.799,11.118,34276527451,-4,-11,0.46312296,0.27,0,0,0,0,39.43,33.68,30.17,25.29,24.15,0.0496,0.0236,0.0228,0.0321,0.0207
555,CPRT,8,,3.96,9.67,36.441,34126600691,-2,5,0.32456539,0.27,0,0,0,0,14.94,10.68,7.72,6.82,4.8,0,0,0,0,0
556,SYF,7,,7.17,1.787,5.78,24396378940,-3,-20,0.43674306,0.27,0,0,0,0,23.18,21.56,22.51,19.77,17.89,0.0222,0.0284,0.0262,0.0239,0.0141
557,DOV,4,,7.805592599,5.74,21.399,24048311107,-2,-13,0.10720992,0.27,0,0,0,0,29.1,23.5,20.89,18.47,28.15,0.0119,0.0169,0.0163,0.0213,0.0211
558,PKG,6,,8.86712799,3.802,16.307,13715413319,-1,-3,0.15664912,0.27,0,0,0,0,38.03,34.22,32.46,28.54,23.34,0.0276,0.0243,0.0339,0.034,0.0231
559,JKHY,9,,4.208912,9.765,41.362,12883054214,0,21,0.2602519,0.27,0,0,0,0,17.83,20.22,18.56,16.42,13.33,0.0104,0.0093,0.0111,0.0101,0.0111
560,LAD,9,,35.04950495,1.875,8.183,8674283964,0,-13,0.01024042,0.27,0,0,0,0,152.69,100.43,63.26,52.05,43.22,0.0045,0.0034,0.0083,0.0136,0.0084
561,SAIA,7,,9.687643458,5.833,28.111,7118606880,-2,-11,0.17058544,0.27,0,0,0,0,46.34,36.77,31.41,27.01,22.83,0,0,0,0,0
562,PPC,7,,0.13,2.612,217.145,6731487477,0,27,0.03780091,0.27,0,0,0,0,10.48,10.42,10.13,8.07,7.42,0,0,0,0,0
563,R,7,,9.87,1.387,7.477,3881064926,-2,6,0.19611993,0.27,0,0,0,0,52.07,41.98,46.48,54.79,53.54,0.0314,0.0354,0.0439,0.0366,0.0209
564,FWRD,8,,3.75,4.921,27.595,2921136689,-1,9,0.10759969,0.27,0,0,0,0,21.01,19.37,20.28,18.87,17.72,0.0079,0.0103,0.0106,0.0107,0.0099
565,WLL,5,,11.24,1.678,6.522,2790883200,-6,7,0.33489337,0.27,0,0,0,0,43.69,32.27,44.09,46.95,43.22,0,0,0,0,0
566,LOB,9,,4.105341194,3.123,13.373,2233194591,-4,-35,0.51491567,0.27,0,0,0,0,17.58,13.96,13.24,12.32,11.94,0.0773,0.003,0.0067,0.0087,0.0038
567,ACLS,6,,2.97,3.646,19.92,1965156137,-1,13,0.16538562,0.27,0,0,0,0,16.21,14.48,12.88,12.65,11.46,0,0,0,0,0
568,CRMT,9,,14.33,1.558,7.84,731557052,-14,-15,-0.0684184,0.27,0,0,0,0,72.15,61.37,45.71,38.29,31.92,0.0001,0,0.0001,0.0001,0.0001
569,ATRS,8,,0.28,3.061,11.624,538053840,0,62,0.16221873,0.27,0,0,0,0,1.06,0.72,0.27,0.24,0.21,0,0,0,0,0
570,RDUS,4,,-1.484006204,-1.331,-4.784,335746305,0,45,-0.12314312,0.27,0,0,0,0,-5.34,-2.66,-0.92,1.34,5.53,0,0,0,0,0
571,VIA,3,,0.343402961,1.169,31.66,164471500,0,-21,0.03899768,0.27,0,0,0,0,9.66,10.45,9.89,10.2,5.89,0.1143,0.1156,0.1361,0.1534,0.0903
572,UBCP,6,,1.73,1335.966,9.818,92792205,1,-11,0.35090935,0.27,0,0,0,0,0.01,12.52,10.84,10.23,9.03,0.0442,0.047,0.0435,0.0586,0.0443
573,LGL,4,,2.81,0.95,3.552,51992972,0,34,0.01332795,0.27,0,0,0,0,10.58,7.69,7.14,5.75,8.51,0,0,0,0,0
574,OTEL,0,,1.84,1.573,6.299,39727028,0,0,0.27020703,0.27,0,0,0,0,7.38,5.5,3.22,0.45,-3.26,0,0,0,0,0
575,PXD,7,,8.720212405,2.291,24.698,52309925357,0,8,0.42302334,0.26,0,0,0,0,94.02,70.12,72.57,70.82,66.32,0.0305,0.0173,0.0055,0.0023,0.0005
576,A,7,,3.98,8.512,37.912,45873598146,-2,5,0.19717675,0.26,0,0,0,0,17.73,15.77,15.12,14.23,15,0.0051,0.0061,0.0081,0.0082,0.0076
577,PSX,3,,2.97,1.934,28.192,37072359000,0,5,0.04689607,0.26,0,0,0,0,43.56,43.19,55.19,52.37,48.7,0.0428,0.0529,0.0361,0.0323,0.0265
578,ANET,8,,2.77,9.182,43.444,36530068448,-2,7,0.23301647,0.26,0,0,0,0,13.09,10.92,9.48,7.17,5.75,0,0,0,0,0
579,MCHP,8,,2.33,6.109,28.012,36009958288,-3,-1,0.42316808,0.26,0,0,0,0,10.67,10.28,11.69,11.19,7.04,0.014,0.01,0.0167,0.0146,0.0173
580,MPWR,9,,5.264803132,13.706,70.447,17049813971,-3,14,0.23930905,0.26,0,0,0,0,27.06,21.56,17.92,15.15,12.62,0.0064,0.0056,0.0087,0.0089,0.0069
581,ENTG,8,,3.034226511,8.772,36.744,15032976847,-2,-19,0.17215914,0.26,0,0,0,0,12.71,10.23,8.63,7.18,7.02,0.0029,0.0033,0.0056,0.0083,0.0021
582,GGG,8,,2.589976094,7.069,27.471,12083689355,0,-1,0.179704,0.26,0,0,0,0,10.06,7.67,6.16,4.49,4.31,0.0105,0.0092,0.0123,0.0126,0.0098
583,RPM,8,,3.81,5.096,20.555,10102452634,-1,11,0.02664554,0.26,0,0,0,0,15.45,13.57,9.83,10.77,12.43,0.0202,0.0171,0.0192,0.0227,0.0219
584,BRKR,5,,1.81,9.149,35.812,9923446368,-3,-13,0.07912594,0.26,0,0,0,0,7.07,6.27,5.84,5.74,4.59,0.0024,0.0028,0.0032,0.0046,0.0045
585,ARW,7,,14.21,1.787,8.516,9437032000,-2,-7,-0.00390121,0.26,0,0,0,0,67.73,65.25,57.58,60.87,55.84,0,0,0,0,0
586,OC,7,,9.61,2.115,9.13,9084194648,-2,-4,0.15337423,0.26,0,0,0,0,41.51,35.92,42.41,38.8,37.33,0.0119,0.0123,0.0138,0.0162,0.0085
587,BLD,9,,9.84,4.501,22.734,7366054512,-3,-11,0.09615916,0.26,0,0,0,0,49.71,40.97,34.1,30.7,27.79,0,0,0,0,0
588,HDS,,,,4.764,14.249,6440765730,0,0,0.66666667,0.26,0,0,0,0,8.1,7.04,7.57,4.75,3.78,0,0,0,0,0
589,EXPO,9,,1.93177827,11.814,48.687,4927232535,-1,17,0.21063704,0.26,0,0,0,0,7.92,6.65,5.93,5.48,5.16,0.0088,0.0087,0.0102,0.0107,0.0123
590,GRA,4,,-0.026946108,16.749,-2153.187,3875736000,0,0,0.15087134,0.26,0,0,0,0,3.46,5.92,4.92,3.77,5.26,0.0207,0.0158,0.0135,0.0115,0.0074
591,VIRT,6,,3.92,2.398,7.791,3715270406,-2,-29,0.34187198,0.26,0,0,0,0,12.73,12.07,8.18,10.43,13.27,0.1475,0.0357,0.0613,0.0393,0.0531
592,NEU,5,,1.58708636,4.765,19.021,3631168301,-1,-5,0.03313314,0.26,0,0,0,0,70.3,69.2,61.06,42.45,50.78,0.0237,0.0194,0.0163,0.0175,0.0176
593,AEO,6,,2.5,2.49,8.447,3544728463,-4,-37,0.03875749,0.26,0,0,0,0,8.47,6.53,7.35,7.3,7.01,0.0321,0.0052,0.0418,0.027,0.025
594,OTTR,6,,1.243663261,2.58,14.463,2556587967,-1,32,0.23749114,0.26,0,0,0,0,24.34,21.39,19.67,18.41,17.66,0.0254,0.0373,0.0259,0.0283,0.0304
595,WOR,7,,7.2,1.57,6.126,2324114021,-1,-3,0.01337449,0.26,0,0,0,0,28.1,26.53,14.94,14.53,15.08,0.0246,0.0164,0.026,0.0227,0.0201
596,CORT,9,,0.97,5.419,18.102,2036649330,1,23,0.3862438,0.26,0,0,0,0,3.25,4.53,3.25,2.39,1.68,0,0,0,0,0
597,CUBI,8,,9.986669819,1.38,5.994,1885991002,-4,-38,0.26254671,0.26,0,0,0,0,43.36,35.46,33.76,30.31,30.04,0.0057,0.0201,0.0211,0.0229,0.0156
598,MHO,9,,13.64,0.912,3.734,1481946480,-4,-3,-0.02905585,0.26,0,0,0,0,55.83,44,36.04,30.3,29,0,0,0,0,0.0044
599,OXM,7,,7.92,2.886,11.157,1465152630,0,41,0.1733733,0.26,0,0,0,0,30.63,24.48,31.55,28.68,25.89,0.0188,0.0128,0.0248,0.0177,0.0133
600,GNK,6,,4.33,0.726,3.658,665825562,-2,-22,0.4370894,0.26,0,0,0,0,21.79,17.78,23.43,27.44,28.47,0.0202,0.0297,0.0608,0,0
601,RLGT,7,,0.46,1.926,13.526,310321678,1,13,-0.01156963,0.26,0,0,0,0,3.23,2.77,2.57,2.71,2.53,0,0,0.0048,0.0105,0.0087
602,LFVN,6,,0.92,3.104,8.861,114248399,3,-13,0.06447884,0.26,0,0,0,0,2.62,2.36,1.94,1.57,1.05,0,0,0,0,0
603,JNJ,8,,7.93,6.076,21.543,4.50E+11,2,5,0.24670461,0.25,0,0,0,0,28.12,24.04,22.59,22.44,22.43,0.0245,0.0247,0.0252,0.0274,0.0234
604,UNH,9,,18.27,6.126,25.431,4.40E+11,1,19,0.07547368,0.25,0,0,0,0,75.86,69.23,60.78,53.85,49.3,0.012,0.0148,0.0153,0.0134,0.0129
605,VZ,7,,5.32,2.683,9.945,2.19E+11,1,-18,0.27370929,0.25,0,0,0,0,19.72,16.39,14.84,12.87,10.55,0.0476,0.0451,0.0408,0.0438,0.043
606,EW,9,,2.41,11.206,43.508,65396932000,-1,-7,0.28590103,0.25,0,0,0,0,9.36,7.35,6.64,5,4.67,0,0,0,0,0
607,CMI,4,,14.37921727,3.865,15.369,32750718815,-1,7,0.08326274,0.25,0,0,0,0,57.18,54.4,48.31,45.3,43.57,0.0247,0.0225,0.0295,0.0302,0.0225
608,SWKS,7,,9.07,5.212,18.427,27609876809,-3,-20,0.29438723,0.25,0,0,0,0,32.06,24.71,23.76,22.6,22.06,0.0123,0.0129,0.0175,0.0165,0.0108
609,OKE,5,,3.36,4.4,17.648,26467234272,-1,6,0.13172616,0.25,0,0,0,0,13.47,14.02,15.05,15.99,18.58,0.063,0.0935,0.0467,0.0505,0.0475
610,PAYC,9,,3.382411323,20.564,93.788,18378720050,-3,18,0.2821645,0.25,0,0,0,0,15.43,11.38,9.15,5.8,2.34,0,0,0,0,0
611,9,,4.3,4.34,17.249,16362371101,1,9,0.22898763,0.25,0,0,0,0,17.1,11.97,12.09,9.07,7.97,0,0,0,0,0
612,4,,24.32508444,0.558,1.078,14478262754,-2,-15,0.40208468,0.25,0,0,0,0,46.99,22.69,19.28,6.01,8.03,0,0,0,0,0
613,8,,5.570453932,4.185,16.605,12826064245,-2,-22,0.0586532,0.25,0,0,0,0,22.1,20.02,17.39,15.5,17.11,0.0111,0.0111,0.0124,0.0188,0.0103
614,9,,0.005,8.152,32.754,9132138874,-4,-15,0.10493899,0.25,0,0,0,0,20.07,15.8,13.61,11.03,8.31,0,0,0,0,0
615,9,,5.35,7.474,33.158,7904856968,-4,-14,0.02524246,0.25,0,0,0,0,24.68,18.55,9.54,7.45,5.35,0,0,0,0,0
616,8,,3.53,5.258,22.68,5563372747,-3,4,0.12463072,0.25,0,0,0,0,15.24,13.36,12.99,13.23,11.82,0.015,0.0046,0.0231,0.0149,0.0137
617,6,,3.99,2.93,14.392,5233649969,0,23,0.36725191,0.25,0,0,0,0,19.6,22.42,24.8,22.57,19.96,0.0312,0.0436,0.0377,0.0303,0.0284
618,5,,3.781253453,2.033,7.986,5191337928,-3,1,0.10766653,0.25,0,0,0,0,16.59,11.25,11.49,10.71,10.72,0.0178,0.0111,0.0445,0.0407,0.0288
619,MSM,7,,3.89,3.954,20.981,4550926134,-1,9,0.06296036,0.25,0,0,0,0,20.65,23.7,26.76,24.62,21.65,0.0797,0.1271,0.0364,0.0257,0.0239
620,EXPI,9,,0.552617148,15.549,42.534,3454608927,-5,-38,0.05305706,0.25,0,0,0,0,1.6,1.02,0.42,0.26,0.04,0.0033,0,0,0,0
621,FL,8,,9.189450494,1.012,3.669,3276436752,20,-7,0.02750557,0.25,0,0,0,0,31.26,26.74,23.74,22.33,21.02,0.0308,0.0136,0.0468,0.0222,0.0315
622,SFM,8,,2.12,3.329,13.087,3195305520,0,10,0.06354423,0.25,0,0,0,0,8.15,7.48,4.88,4.57,4.81,0,0,0,0,0
623,FIX,9,,3.949415914,3.937,22.127,3171907418,-3,22,0.04964288,0.25,0,0,0,0,22.2,19.06,15.88,13.39,11.22,0.0055,0.0077,0.0082,0.0069,0.0068
624,PRGS,5,,1.79,5.181,27.25,2136952560,-1,16,0.32949137,0.25,0,0,0,0,9.39,7.71,7.37,6.81,7.81,0.0148,0.0149,0.0149,0.0161,0.0118
625,EGOV,9,,1.025566653,6.142,26.249,1800517280,0,0,0.13646749,0.25,0,0,0,0,4.38,3.68,3.18,2.54,2.03,0.0136,0.0159,0.0229,0.0192,0.0265
626,MMI,7,,3.567100651,2.58,12.61,1796501200,-1,-19,0.11056634,0.25,0,0,0,0,17.43,13.79,12.56,10.46,8.08,0,0,0,0,0
627,INVA,8,,2.623904461,3.916,6.109,1624159671,0,-26,0.92176732,0.25,0,0,0,0,4.09,5.33,3.1,1.52,-2.27,0,0,0,0,0.0002
628,IMKTA,8,,13.06,1.334,5.252,1311565700,0,22,0.06363866,0.25,0,0,0,0,51.42,41.56,33.63,30.21,25.99,0.0096,0.0179,0.0165,0.021,0.029
629,IDT,5,,3.78,6.784,11.593,1118465650,-2,-23,0.03834697,0.25,0,0,0,0,6.47,2.85,2.22,1.24,6.29,0,0,0,0.1079,0.0524
630,DBD,4,,-3.47,-1.282,-3.939,1060016000,-4,-56,-0.14088263,0.25,0,0,0,0,-10.66,-6.91,-2.45,6.23,8.56,0,0,0.0241,0.0221,0.0358
631,RFP,2,,3.87,0.692,3.413,1047810024,0,70,0.16447729,0.25,0,0,0,0,19.04,12.56,13.5,16.8,17.67,0.0754,0,0,0.1612,0
632,TALO,,,,1.101,-4.576,837183887,-2,61,0.35272562,0.25,0,0,0,0,9.36,11.4,19.9,21.87,0,0,0,0,0,0
633,ITIC,7,,35.42283298,1.625,5.554,372215897,0,-15,0.08823349,0.25,0,0,0,0,120.89,105.93,101.36,93.08,94.27,0,0.1172,0.0598,0.0705,0.0192
634,INTG,6,,4.68,-1.942,9.621,100142501,1,-8,-0.13000215,0.25,0,0,0,0,-23.19,-22.55,-18.78,-18.66,-20.05,0,0,0,0,0
635,AEHR,6,,0.4,5.655,-31.939,64741320,-3,41,0.04101989,0.25,0,0,0,0,0.49,0.62,0.69,0.89,1.03,0,0,0,0,0
636,ARKR,7,,3.67,1.131,4.423,57029518,0,8,0.09387989,0.25,0,0,0,0,14.34,10.44,12.03,12.3,11.81,0,0.0508,0.0482,0.0445,0.0316
637,ABT,7,,3.99,6.201,31.399,2.22E+11,0,-6,0.22488364,0.24,0,0,0,0,20.21,18.51,17.64,17.39,17.72,0.0144,0.0117,0.0144,0.0157,0.017
638,PSA,9,,11.20267427,6.74,32.211,62917302854,0,3,0.74956082,0.24,0,0,0,0,53.5,49.05,52,52.42,51.49,0.0253,0.0404,0.0412,0.0441,0.0485
639,TEL,4,,6.85,4.58,21.543,48708002013,-2,-4,0.14599746,0.24,0,0,0,0,32.22,28.26,31.27,30.95,27.47,0.0133,0.0177,0.0191,0.0224,0.0172
640,RMD,9,,5.34,10.454,45.073,35131794320,-1,0,0.09813713,0.24,0,0,0,0,23.01,19.86,17.3,14.48,14.42,0.007,0.0057,0.0076,0.0114,0.0134
641,CBRE,8,,5.8,3.867,17.955,32976434747,-2,-14,0.07217659,0.24,0,0,0,0,25.43,21.12,18.56,14.55,11.9,0,0,0,0,0
642,PTC,7,,4.08,7.299,31.198,14879064600,-2,12,0.23196754,0.24,0,0,0,0,17.45,12.43,10.21,7.51,7.54,0,0,0,0,0
643,FNF,6,,8.374558304,1.496,5.817,14087739660,-1,-13,0.29128785,0.24,0,0,0,0,33.27,29.4,19.71,16.96,16.41,0.0317,0.0377,0.0256,0.0337,0.0256
644,BERY,7,,5.45,2.814,12.209,8949553717,-1,-5,0.06871057,0.24,0,0,0,0,23.63,15.78,12.32,10.89,7.93,0,0,0,0,0
645,AAL,6,,-4.11872,-1.031,-3.797,7568008320,-5,-19,-0.00039296,0.24,0,0,0,0,-15.17,-14.19,-0.27,-0.36,8.03,0,0.0052,0.0145,0.011,0.0077
646,ASGN,9,,7.78,3.16,14.38,5894495000,0,0,0.03059352,0.24,0,0,0,0,35.4,30.12,26.06,22.59,18.88,0,0,0,0,0
647,LEG,7,,2.95,3.317,13.583,5465629796,-1,12,0.06966055,0.24,0,0,0,0,12.09,10.24,9.73,8.62,8.75,0.0399,0.038,0.0307,0.0355,0.029
648,QLYS,9,,1.822992935,11.017,67.801,4811130000,-2,36,0.44914034,0.24,0,0,0,0,11.22,10.33,9.9,9.21,9.18,0,0,0,0,0
649,UNVR,6,,2.73,1.958,9.745,4488640000,-3,-9,0.01954029,0.24,0,0,0,0,13.57,10.61,10.56,8.44,7.78,0,0,0,0,0
650,TDC,4,,1.34,9.542,29.86,4389488000,-2,-26,0.20634068,0.24,0,0,0,0,4.21,3.66,2.29,4.15,5.31,0,0,0,0,0
651,AIT,5,,6.64,3.392,15.146,3898667220,-2,15,0.04922224,0.24,0,0,0,0,29.65,24.06,21.82,23.2,21.03,0.0133,0.0146,0.02,0.0199,0.0162
652,MDC,9,,8.13,1.181,5.346,3066800611,-2,-18,-0.00887388,0.24,0,0,0,0,40.93,33.41,26.79,24.09,21.68,0.0386,0.0291,0.0267,0.0359,0.0259
653,AJRD,9,,1.86,5.577,20.705,2975255892,0,19,0.03246574,0.24,0,0,0,0,6.89,3.02,7.47,5.63,1.4,0.1441,0,0,0,0
654,NMRK,,,,1.567,3.521,2643604596,-1,-39,-0.15782533,0.24,0,0,0,0,9.42,3.66,3.37,3.61,1.95,0,0.0191,0.0326,0.0259,0
655,ANF,4,,4.2,2.883,9.056,2381942080,-3,-46,0.0511054,0.24,0,0,0,0,13.21,14.97,16.43,17.95,18.17,0,0.0074,0.0619,0.0369,0.0385
656,CAKE,7,,1.441348682,5.323,24.283,1757420000,-3,-22,0.05386664,0.24,0,0,0,0,6.58,11.56,13.01,12.62,13.07,0.0108,0.008,0.0354,0.0277,0.0209
657,KRA,4,,5.3,1.865,8.736,1487100340,0,1,0.08691055,0.24,0,0,0,0,24.84,19.04,23.79,22.76,20.76,0,0,0,0,0
658,PAHC,7,,1.34,4.019,17.627,958635000,-1,-12,0.04074403,0.24,0,0,0,0,5.89,4.65,5.35,4.6,3.83,0.0203,0.0209,0.0151,0.0085,0.0104
659,ICPT,8,,-2.880829342,-2.681,-5.394,493177440,-10,16,0.00898805,0.24,0,0,0,0,-5.8,-5.06,1.63,0.67,0.65,0,0,0,0,0
660,MN,3,,1.480573699,1.596,5.873,147443518,0,48,0.14500711,0.24,0,0,0,0,4.99,5.14,10.52,10.93,11.32,0,0.0065,0.0409,0.166,0.1022
661,IVAC,4,,1.09,1.025,5.159,137322718,0,0,-0.65345153,0.24,0,0,0,0,5.5,4.29,4.15,3.98,3.83,0,0,0,0,0
662,HSON,4,,1.11,2.159,26.305,84884760,1,17,0.03757009,0.24,0,0,0,0,13.51,11.78,11.51,12.33,13.44,0,0,0,0,0
663,XOM,3,,5.39,1.909,13.966,3.22E+11,0,23,0.18162046,0.23,0,0,0,0,39.44,36.77,45.26,45.27,44.1,0.0464,0.0776,0.0534,0.045,0.0352
664,ROP,9,,10.95,3.939,39.519,45550162126,0,-1,0.24738065,0.23,0,0,0,0,110.55,100.19,91.36,74.99,67.18,0.0052,0.0052,0.0047,0.0057,0.005
665,AEP,4,,5.02,1.992,17.957,44679081952,1,22,0.322978,0.23,0,0,0,0,45.25,41.46,39.77,38.61,37.18,0.034,0.0355,0.0263,0.033,0.0355
666,KR,8,,2.07,3.956,22.594,37393199361,0,10,0.03566825,0.23,0,0,0,0,11.83,10.77,9.74,7.74,7.11,0.0158,0.0205,0.0188,0.0177,0.0141
667,ZM,,,,5.972,25.093,34519442863,-4,-21,0.37893128,0.23,0,0,0,0,20.36,13.6,3.57,0,0,0,0,0,0,0
668,WY,5,,3.49,2.751,11.36,29615815644,-1,-6,0.30613012,0.23,0,0,0,0,14.41,11.69,10.96,11.99,11.82,0.0298,0.0164,0.0452,0.0503,0.034
669,HES,4,,1.838815789,4.456,50.222,28073872624,0,25,0.30947755,0.23,0,0,0,0,20.34,17.48,28.63,33.04,35.08,0.0111,0.019,0.0184,0.0232,0.0246
670,CHD,9,,3.38,7.802,30.483,25224700000,0,-8,0.18103123,0.23,0,0,0,0,13.2,12.24,10.84,10,8.85,0.0098,0.0114,0.0125,0.0137,0.0155
671,GNRC,7,,8.51,7.552,31.343,16718356467,-5,-9,0.03377405,0.23,0,0,0,0,35.32,22.32,16.67,12.33,9.02,0,0,0,0,0
672,DGX,7,,16.91056911,2.574,8.314,16586550750,0,4,0.18181818,0.23,0,0,0,0,52.39,50.44,42.1,38.35,35.92,0.0186,0.0172,0.0191,0.0225,0.0168
673,FMC,6,,5.720386866,4.641,19.107,14072450000,-1,-4,0.08472102,0.23,0,0,0,0,23.38,22.84,19.36,23.22,19.97,0.0176,0.0163,0.0167,0.0095,0.0083
674,MKTX,9,,6.88,12.03,48.575,12526846200,-4,-30,0.40036725,0.23,0,0,0,0,27.87,25.56,20.77,16.45,13.96,0.008,0.0045,0.0057,0.008,0.0069
675,PNR,4,,3.337356669,4.321,18.922,10463955249,-2,-12,0.10635071,0.23,0,0,0,0,14.62,12.65,11.53,10.44,27.73,0.0127,0.014,0.0164,0.0259,0.0288
676,HUBB,8,,6.832412523,4.431,26.752,9924953935,0,26,0.09818651,0.23,0,0,0,0,41.25,38.19,35.79,32.61,29.82,0.0218,0.0239,0.0232,0.0291,0.0207
677,AIZ,6,,22.83,1.654,6.616,9080321090,0,4,-0.00738846,0.23,0,0,0,0,91.32,99,91.26,86.29,77.67,0.0179,0.0213,0.0209,0.0261,0.0235
678,AGCO,5,,11.96,2.532,9.641,8648249820,-1,-9,0.03663389,0.23,0,0,0,0,45.55,39.73,37.45,37.22,38.11,0.0415,0.0058,0.0089,0.0094,0.0077
679,OGE,4,,1.923076923,1.868,10.275,7575568040,0,19,0.16296192,0.23,0,0,0,0,20.26,18.15,20.69,20.06,19.28,0.0429,0.0516,0.0323,0.0338,0.0391
680,PII,8,,8.06,5.62,13.931,6880311877,-1,-1,0.00504325,0.23,0,0,0,0,19.97,18.49,18.03,13.87,14.81,0.0223,0.0211,0.0257,0.0282,0.0199
681,AMG,5,,12.17,2.347,11.561,6540224716,-4,-1,0.37790108,0.23,0,0,0,0,59.92,55.04,58.17,64.5,68.25,0.0003,0.003,0.0161,0.0115,0.0039
682,AMKR,7,,2.66,1.725,7.895,5076519301,-1,-4,0.17322517,0.23,0,0,0,0,12.18,9.63,8.19,7.65,6.98,0.0101,0,0,0,0
683,SLGN,7,,3.25,3.144,13.681,4912622000,-1,11,0.0681728,0.23,0,0,0,0,14.16,11.31,9.22,7.97,6.94,0.0127,0.0133,0.0146,0.0148,0.0126
684,DIOD,7,,5.252478549,3.54,19.145,4379713618,-3,-9,0.17254358,0.23,0,0,0,0,24.26,18.9,21.79,18.69,17.03,0.0005,0,0,0,0
685,POST,8,,2.42,1.555,25.577,4263753916,0,25,0.06550949,0.23,0,0,0,0,42.72,41.43,41.33,45.8,41,0,0,0.0008,0.0028,0.0037
686,TMHC,9,,5.19,0.955,5.721,3793460160,-4,-5,0.08306914,0.23,0,0,0,0,31.07,27.42,23.72,21.61,25.72,0,0,0,0,0
687,LOPE,7,,5.94,3.59,14.409,3751337600,1,0,0.2759102,0.23,0,0,0,0,22.29,33.58,30.19,25.49,20.92,0,0,0,0,0
688,GEF,5,,6.57,2.384,9.241,3610460018,-1,21,0.06250496,0.23,0,0,0,0,25.45,19.4,19.14,18.81,17.19,0.0293,0.0361,0.0407,0.0331,0.0307
689,PCH,7,,6.296664934,2.346,8.449,3581042486,-1,-9,0.41458563,0.23,0,0,0,0,22.7,19.41,18.15,21.72,4.91,0.1084,0.0336,0.0366,0.0668,0.0281
690,RUSHA,7,,4.310443337,1.992,12.105,2922445277,-1,5,0.07025225,0.23,0,0,0,0,26.19,23.11,21.09,18.13,17.5,0.014,0.0097,0.0113,0.0062,0
691,RUSHB,7,,4.32,1.903,11.562,2791246402,-1,26,0.07025225,0.23,0,0,0,0,26.24,23.11,21.09,18.13,17.5,0.0147,0.0106,0.0109,0.0061,0
692,HUBG,5,,5.128884635,1.866,14.586,2501108300,-1,9,0.05558458,0.23,0,0,0,0,40.4,34.9,32.31,29.37,23.17,0,0,0,0,0
693,TBK,9,,4.63,2.375,18.058,2040050548,-4,-22,0.42127108,0.23,0,0,0,0,35.22,29.8,24.54,25.68,20.47,0.0016,0.0012,0,0.0008,0.001
694,ATGE,3,,6.57,1.289,6.107,1940358800,3,93,0.02158909,0.23,0,0,0,0,31.1,25.35,24.42,23.83,24.74,0,0,0,0,0
695,STC,5,,12.65143453,1.448,5.743,1856386888,-1,-16,0.10806357,0.23,0,0,0,0,47.71,37.6,31.52,28.4,28.34,0.0197,0.0244,0.0282,0.0271,0.0263
696,SCHN,3,,5.9,1.467,7.425,1225891459,-3,-15,0.0574562,0.23,0,0,0,0,29.87,24.45,25.32,24.09,19.38,0.0173,0.0392,0.0362,0.0277,0.0263
697,JBSS,6,,5.19,4.337,17.603,1051605194,0,-8,0.01670531,0.23,0,0,0,0,21.09,20.78,22.27,21.34,20.81,0.0546,0.0697,0.0298,0.032,0.0727
